headline,published,recent,tickers,match_reasons,article_score,url
"Africa’s richest man Dangote eyes Kenya for new refinery, FT reports - Reuters",2026-05-10T04:21:00+00:00,True,,,0,https://news.google.com/rss/articles/CBMisAFBVV95cUxNTmcyNWJRQmUtaUtmbERQUW9feFFhSUVoaVZkS1pYVGIySkdGNUlBaFZBNDVFbDhXMk1veTVxUDFhelc5QkFueTNKc3FQZUt0MmduTENwV2x0YmlYWmt2cFFTRkRJMktZYzRoNG9LM0VWQXozUGdYdWtZWTFUT1hoaEh0eERKQlQ3cXVyX2s3OUpST25adEpxWHVSbkIycnZpeDRMUlR2QWphSnZwSEpEaw?oc=5
"Israel built and defended a secret base in Iraq for Iran war, WSJ reports - Reuters",2026-05-09T21:13:36+00:00,True,,,0,https://news.google.com/rss/articles/CBMiswFBVV95cUxPbDN2ZXlkLUdEWG9PSXE4NS1QclA5X0JTQ2x1dUZIXzJBTjVkNTJZWk1yLUJVMlpPNWFfV1dqU0ZCbnJpNzQ5MFJSRkctYmhBRm0yVl9wLWZWTU1xLXp5dDhscVJ6bm5lZDVBeDg1MWd0ZzBzVmpGNmdETE1xcVI0bjVhcjQzVzJsa3RxT0llVkk0d3BaSVFLLWlsWWl3NFdjS2JhNUFvcUx5ZzZsSUZ2VVQ2Yw?oc=5
UK deploys warship to Middle East with eye on potential Hormuz mission - Reuters,2026-05-09T20:23:30+00:00,True,,,-1,https://news.google.com/rss/articles/CBMirgFBVV95cUxQR1B6SWFua241SlJCblBFdzNCZHZlWVk3ZVkxaV9QS3RIVWNHYjc5eEVpcVRCTUVWNkNhLXlQVXQ0U0Z0U2hTUm1iM0RHN1pfQkFvVHBlT201Q1NnVUZ0dzdORWdiT0dMcmZZMm00bjBKOXhPZGdMMi1vMWR6eHZMeUh3UGJfQTJvS2tlVXp1Z2xiaDhsamNGRDQ0X2pmeS14X2VuVFp6dzhOT3I1dVE?oc=5
S&P 500 extends winning streak to 6 weeks. What drove the stock market gains,2026-05-09T20:18:57+00:00,True,,,6,https://www.cnbc.com/2026/05/09/sp-500-extends-winning-streak-to-6-weeks-what-drove-the-stock-market-gains.html
"Qatari LNG tanker sailing towards Hormuz Strait, shipping data shows - Reuters",2026-05-09T17:39:50+00:00,True,,,0,https://news.google.com/rss/articles/CBMivwFBVV95cUxPM2RPQWdNdmc3T2d1aDhIR3FBVl82NF8xTFplbmI3MDdHYUZOWlNmMHBjek1aOUdxaHltVnFYMnNoRGNOWk42em9TWlUwVzdXQ2lZdTZXMmJHWXVFSHdubWxlZkp2VG5wcWFia1hYalJxdVRqVmlrclRzQ3FJQzdLNFRiX3ZiT2xVTndFNGVKQXRLNk5JZVhodVJuT0lISVhNbmE0UjNVNEh0RUEwM0FJd1g4WUlrR0x6TFYtN29kWQ?oc=5
"AI-powered scam calls are getting more convincing—and more common: 'It was her voice, I know her scared cry'",2026-05-09T13:00:01+00:00,True,,,0,https://www.cnbc.com/2026/05/09/ai-powered-scam-calls-getting-more-convincing.html
Merz says Europe wants a strong NATO and shares US goal of ending Iran war - Reuters,2026-05-09T11:39:43+00:00,True,,,0,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQOTg3amxWT3JjQ3Fiazl3OGF5d0xWTV9iNVJ5VVJWVENOM0RoVWd4dWI2UmFLbDQ1QzhsZi1SdjdRclQzLTlUcUVkS0dva2Y0czc0Njd0b2dNeVFtSjNyUnJSZld5UlZGNXJGTFc3UGR1N2d6RnZnSW1lbDhvbEpkWDZCSzJIcnd0eEZiLWRZdFdETkd2T2FKcTBNeTBnN3JYZFBzS0pPeHdRU3c?oc=5
More than 300 foreigners arrested in Jakarta raid on online gambling operation - Reuters,2026-05-09T10:32:56+00:00,True,,,0,https://news.google.com/rss/articles/CBMivAFBVV95cUxOX19uN096Z3BDX1d2Q2FwSlBlUmNmN0x6b0RNaUp0aU9TeFFiNWdIaXgwVXlFWE84aWd3b0s2bVA5SnA0R2YwQTBtejhPYUdQOEt1ZGctZ25YYUwxV3VqVkM3VWE0MHJGdVV6N0xBZ09VMzJUNmNwOTZLQ3BLRmFWRHFCM2NFR2JMZ1JyUWt4LVU2QzNDTFlVYmtUR2JNTTJ3d3lEeEkwemlOVXpqSXBkX1lqWFpOOW5STmZoaQ?oc=5
U.S. sanctions companies and individuals in the Middle East and China for helping Iran,2026-05-09T10:10:24+00:00,True,"CBDY, TGT","CBDY:company_name:HIGH, TGT:company_name:HIGH",0,https://www.cnbc.com/2026/05/09/us-sanctions-entities-in-the-middle-east-and-china-for-helping-iran.html
Bahrain says it has arrested 41 people 'linked to Iran's IRGC' - Reuters,2026-05-09T09:38:10+00:00,True,,,0,https://news.google.com/rss/articles/CBMirwFBVV95cUxNUDJpVDNVUlZ3ZllNLTgtQ1VTM1V5WTlzSjJrTmhySk9iQ283c0VXdjZCU1BKRnRpdTFLLTBmLU9CNFZOUjllR1hYeDlQNEJQX1puMmx2VUZXb2djektzd2JHeUpxR25CRmpWM0FZS3RoZUIwVjk3eU1xaHkwTDN1Y0hOTVFhS0xOQUdhTnhGWG9NM2FaWUR2d2l4dldIMWRDU21iRzVyS1piRWNaRjFV?oc=5
"Tehran could withstand blockade for four months, CIA report shows, as fighting flares - Reuters",2026-05-09T07:09:24+00:00,True,,,0,https://news.google.com/rss/articles/CBMixgFBVV95cUxOaG9nWFIyNS0xRHQ0VDZFdnNHQTZtMjQtbzhOUS1HWjg0MG9CLXBBb0Y0WjNFVGppR2hUWjllMllXSjNJMGdfUEluSklFNktiR1FQM1VRVnlDa1JVUmZsSFpZRDJBNGdOZzk1clRKc3NIZGpOX0VQMTlha1R3TVUtS0daUGQyRUNHVEtqa2txSFlmVEtqT0wtaW5qRGpxeFRxWnhxWlZkcTVOYnlsR2UwNHBvVmJTRXZKM1k0UWlFLVRTR2xCdUE?oc=5
Trump calls Iran's response to US peace proposal 'unacceptable' - Reuters,2026-05-09T06:58:00+00:00,True,,,0,https://news.google.com/rss/articles/CBMimwFBVV95cUxQVlNJcVlISWZXdENyOVI2ZU50RS1KcnN2eEY0M25rNTI0eTdJTzFDSmlnSGRfX19RcmRSZ1dOYllLZG81Z0hDZGJmMVBhb0ctdVJCb3FFUDJyX1lYNm1fVXd5VFJGdk1EN2h3TEpyd1ByYVJ6TEZ0aXZjSllXR1cyTUtpRDdvZmItZG44ekJhQUpBanI5RncxLVRoQQ?oc=5
China energy imports drop in April amid Iran war as fuel exports hit decade low - Reuters,2026-05-09T06:58:00+00:00,True,,,0,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPU2JYY1ZDVE81Um9XWU43bnhUOEsxRy1UdGtscWsydnZrOEkyZ3h1SFltS252eHVNV2h2NGVKUmZHc1VXWmJOc2hxMXBQa1lieFhWdUc3UFgzOEg1VE1jbUhDbmRXTF9IT2t3RHJiYTZ0UTBuVXBxTGY3ZzB6b0hLa0c3V00xS2tHLXA3VUdpd2VlSnBMbVlqVUxGOVU5eFJUWXpyQ3VLXzRlQTUyWE5qVEg3X3U4SzhkOWFHV1RyV09RZnc?oc=5
"US and Iran exchange fire, but Trump says ceasefire still in effect - Reuters",2026-05-09T04:06:03+00:00,True,,,0,https://news.google.com/rss/articles/CBMipgFBVV95cUxQVW03RmZ6aF9hQjdpSlhWdVZwVl90c0UzLTBpSXlGVFFHVi1MaXJQU21yQXgwZ1BmeEplUlFWSE1mdS0wMTdzQm9uaEFmSmNzcGo0V2hxdFpSUzVJWEdkdFIyLUlTeTduT2FKV2xwOG94V1FCYjNjWnFGUGo0V2pHLWQ0dUFQTzVsS3ExaVlDSVhrNXN1V09LZjFFVzc3UTg3M05RTjN3?oc=5
"Stocks mixed, dollar down as investors digest US job growth, chipmaker strength and elevated oil - Reuters",2026-05-09T01:54:52+00:00,True,,,1,https://news.google.com/rss/articles/CBMihAFBVV95cUxNSjgybFlUbGtvQkkxNUJZeHVsd3ZYMzN5MW9vLWk2TUZtZ1FRTUFsOXZhUEVEZnVuNG00THMzaTRtQWY5UENKb3F0dkc0ODdDQlJCSmhqWUpNMmhIaHBpV0poaVpYWXBHZ1ZwZUZvU2djWm5tYU1nNFJSQ1NFR2t5MFEyRy0?oc=5
US imposes sanctions on companies it accuses of aiding Iran's weapons sector - Reuters,2026-05-08T23:00:19+00:00,True,,,0,https://news.google.com/rss/articles/CBMivgFBVV95cUxNQjcxaGc1MXBjOWVtZV9IVkVtNXgwQ1lka0R0cFRDdWxhRzQ4OE5ZaHYtOHg0N0I1ODNJbnBxamNuMVNoU2dSbFhHdk44ZUdlNlY3X3RGbFRJR2JPQkxuWlBWLUhTWThjTExTbmVVSXEtUUtlbEJlemhtU3R3RjNKb1pEV2M2SF9Yb285M3cwRXIzZlNXQ1d1S0NJazRxbUJjdkRMM3VpaTF0QmlpYnBXMEJSXzBuM3dtSk5pMVJB?oc=5
Burger King's president says the chain improved its Whopper — and calls from customers helped,2026-05-08T22:50:39+00:00,True,,,0,https://www.cnbc.com/2026/05/08/burger-king-president-fixed-whopper-phone-calls-from-customers.html
Rubio questions allies' support on Iran following Italy talks - Reuters,2026-05-08T22:11:35+00:00,True,,,0,https://news.google.com/rss/articles/CBMilgFBVV95cUxQY0hJakNXX2htd0RtTDNZbW5icEZRTkN0RVBjdlRZbDh3TUhhaTdOMFo4UE9JQlRQY24xZzI2TUVjVUpQeGVBYXhjYnZQNE5DSlhCXzd0aWFNVVdxWlM3WVhSYUdXQ0M2MkV6ZjAwSkpSWEhIMHpiU29TZzdBb2lRMDRUZ0hCWnFiQnp5OXNmWmVUbjctU0E?oc=5
Suspected oil spill seen on satellite images near Iran's Kharg Island export hub - Reuters,2026-05-08T22:09:40+00:00,True,,,0,https://news.google.com/rss/articles/CBMiygFBVV95cUxNeFpHNXpHcWFYR3d6eTczRXVLekdoWWptdmNNczRrZnc2MDhhUnFneF9paGY3YzZkbnE2ZGprMXY3d0VJRU83RERrU1JKYi1Jend3ZkpieS1rcG5tUzQ1MENnMHNnc1IwSnlyc2FqSEhHeWIxN1Y2eHU0enE3QnRxZTRySUZxLUl3ekJ2UFNsUG9CTnNDbml2NzBMUWpvWEZTTy1aQmFlNEVKbFQ2YWFIRGd1clNaakZHVl9RUlBRbDBfSzBmSGRsY0Fn?oc=5
Dollar weakens as investors pin hopes on a resolution to the US-Iran conflict - Reuters,2026-05-08T21:47:53+00:00,True,,,0,https://news.google.com/rss/articles/CBMixgFBVV95cUxNd3NZN05xVGplemF2SDFVTGVETGVBazE2b3VyUTVhS1N0TXRoRjFFdFNwNUZKbGhxSlBobE9maGJMOHEwTzRBb1k4YkFPVExfVkJvYk9jd0QzNmc5aWFTclJmakViTnVyY2F5N0ltTWRxdjNuWW1oM05yZFZUN1A1ZlpaUEZYOFg5ZXMxYVdGSmYyTzFONXRKNlpLb2VUVkpFdmVPV0I2S0dhajBSaVROR1FsSW9MLVZMVlZMZk9lMzRLb2ZlSmc?oc=5
Citi says oil could rise further if US-Iran talks remain thorny - Reuters,2026-05-08T21:28:09+00:00,True,,,0,https://news.google.com/rss/articles/CBMitgFBVV95cUxQVk5VSEdQN0h4cDhZbWVINEpZeV9adFhWRE1oTVZGMF9FUTVQaFIxbFdSUVlKY1dpSkVTdFdUTnRkOU5xajVlcTc3aEktb1cxb2lDR09zc25oUUwtelFGMlVhYnFocWNWMHF3ejMxUWVlcFZPSm9SQjlhRjlxWTdBWUdjbkZUU1ZURFEzMzR4RTBEaEV2ZUJQdXQyV1hVa2ZjeHdKTVJtYjdhWjl0RkNrajFPWFVuUQ?oc=5
Russia's Lavrov tells UAE counterpart of need to support US-Iran talks - Reuters,2026-05-08T21:12:09+00:00,True,,,0,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOZFZHOFJQSnlKcExQSnA1cWJzcmFhQ3E5VkNKejIxVEExMnJJTlhaRlJuMnBYNTZSMG1MZkdpXzhtMXJ6azZUcktyRWJWOG1obDlfUVQ5Tmc4MnYtM0RVU1lkOHlIdWJFWHl4UTlQNGRvVVNtQzJudmhwUHFMWnlnUUJOdWRqNUxycTFMWU15dHFrSFZNNEVJczJ5Vk45MHV1Z2pLRlo4TS1zY2V5NEhYdUpUZ1F2dVFz?oc=5
Denmark's right-wing defence minister to lead government formation talks - Reuters,2026-05-08T20:51:43+00:00,True,,,0,https://news.google.com/rss/articles/CBMisgFBVV95cUxNV19UR3dLTkFZSFhEX2FmZmx5V01CWE5TRkVXTlNBYlpibk50akd5X25Qb2hiU3pDX1pKRzlZZlFjcjlhcHIxRTRXU3dBVWVFNVJKeVRMLXNCVlNVaGpveUlrQ1k5aGdOUGFSYkFJei15ZjlORmRGNlJ1dm9ZQVZFZWszX0Z4RWUySGxyWXA0T2g5cmlxYmczVGw3MmJYUkRLY2NaMGFLTDNLem93V3IwVEN3?oc=5
"US revises UN resolution on Iran but China, Russia still expected to veto - Reuters",2026-05-08T20:44:12+00:00,True,,,0,https://news.google.com/rss/articles/CBMirwFBVV95cUxPZkw2aVVLZUxWTVBVMUtXV2xfOWk4eTVUMVlXajVtSzVQcERTckdRS1RIMUpzUFVvbTZ4NEZOZW85bWVrT3hEb3dSbmxVSE1yUlhOV0V4c2Z5V1JVdjh3RzFCVjk0UURDU2wta19PRk1RVlJoc3l2X1hONTJiaEwzeEhGal9xVVNXQnZCajJnUUJBSkVMTHAwRk1CaFpndWY1aHZhNWhIeHFzaVo1azNF?oc=5
Dunkin' owner Inspire Brands confidentially files for IPO,2026-05-08T19:52:42+00:00,True,,,0,https://www.cnbc.com/2026/05/08/dunkin-owner-inspire-brands-confidentially-files-for-ipo.html
"Wall Street sees 'changing of the guard in AI' as Intel, AMD shares soar while Nvidia lags",2026-05-08T19:23:01+00:00,True,INTC,INTC:company_name:HIGH,0,https://www.cnbc.com/2026/05/08/wall-street-ai-chip-love-moves-from-nvidia-to-intel-amd-and-micron.html
What an Apple deal to buy Intel chips would mean for the iPhone maker,2026-05-08T18:47:37+00:00,True,"AAPL, INTC","AAPL:company_name:HIGH, INTC:company_name:HIGH",0,https://www.cnbc.com/2026/05/08/what-an-apple-deal-to-buy-intel-chips-would-mean-for-the-iphone-maker.html
Gold firms and heads for weekly gain on US-Iran deal hopes - Reuters,2026-05-08T18:08:50+00:00,True,,,1,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZXM5QVhTWjRwT2VVN2NHZzlpdFlfTXM3ZDBEMUVmNmx3dlg3aUtfQXVnR2ZBRjNlWmtVVUpSNXlRY2RDQkV4V2tlYnQtR1JwQWtnVFlrajE0ckpiMDc5eGViWVQ5WTU1XzV6Q3lfbXJpOEx3N3EzcHNzMGVtaVpCeVBCUTdBUWt4MTkwZ2VkU2VFOG4wQjM2d2pjNlVURTNucDJwNHQ4Z2ZFRU1XUDZReWpjVQ?oc=5
Stock pullbacks can be an opportunity to make your money back and then some. Here's how,2026-05-08T17:18:55+00:00,True,FLR,FLR:company_name:HIGH,1,https://www.cnbc.com/2026/05/08/stock-pullbacks-can-be-an-opportunity-to-make-your-money-back-and-then-some-heres-how.html
"Oil jumps after renewed US-Iran fighting, then pares gains - Reuters",2026-05-08T16:29:10+00:00,True,,,3,https://news.google.com/rss/articles/CBMilAFBVV95cUxPb1ZZWVlWYlVTaXhlS2ZkTnQ0UUhrNGpVbTRVeHhMRGpkNmRSMTdySFdQWTZBT3VIa1d4VXRqZ3hXZklsX0V1MkxOSmN3LW9GUnV6UFFySXE5YnhXTmpiM3FQUTFlQ2ZmNkFvVG95ckZnX29oZVlRdnNxaElDWG1YeTlzczR1UkhxR1RXcWhqdzdQdDQx?oc=5
Jim Cramer says this struggling stock could remain under pressure in AI-driven market,2026-05-08T15:55:12+00:00,True,,,0,https://www.cnbc.com/2026/05/08/cramer-this-struggling-stock-may-remain-challenged-in-ai-driven-market.html
Seven markets to track if peace breaks out in the Middle East - Reuters,2026-05-08T14:46:22+00:00,True,TRCK,TRCK:company_name:HIGH,0,https://news.google.com/rss/articles/CBMimwFBVV95cUxQejhMNzlOZXh6MFZiS0ZSSk1QbXVFTTNrQUpJaWNHRnNkZlhBNlNTMzgzSHlRckVVd2JlSENESGRUbjJmbFd1RkQ5b2pBVC1yTERrdWVxQkZvYXlKWmZRMUxTd3JtdGFuMnpuVGZDdjNKRHpFTHE0Qlg2dU16V050WHJPWFg1Q3M2Y3JSUlB3RU9uY3FicllpME1XRQ?oc=5
"US forces strike two empty Iranian oil tankers, Central Command says - Reuters",2026-05-08T14:46:16+00:00,True,,,0,https://news.google.com/rss/articles/CBMivgFBVV95cUxOMm9uUVVaam9aUzBNT2x5d1R2MGJSN2dZVllZOFBzd0llQWNOdDk4N2d6aDRRRVV2dDh2dm1WOFc4NVpUSktMaEotSGNnYlhqajZHZDltXzBwUF9lTjFUUUtJNy1XSnpqdjlvd0RCS2RNQkJMbW1LVS1LcXAwd0wtY0xQWEZwU3llUTE4NDVYTUtQV3BWY1prOWtPbzB5VUUzSUIxZ1R1ZkVYNG9GS1U1d3NxUXBrVm1nNmVQTm1R?oc=5
ASEAN summit ends with only a push to fast-track oil share pact - Reuters,2026-05-08T14:37:24+00:00,True,"FTRK, TRCK","FTRK:company_name:HIGH, TRCK:company_name:HIGH",0,https://news.google.com/rss/articles/CBMiqwFBVV95cUxORUN2eVpZOFVtaGhyRHZCdHNTWVJrMmVzOHVJbzZ0dnUyMVh5UTJlVjM3c0x1b1pPMnp2bWpwdXdhc01LdU5taGxQY0FMVU1hMjV6VjhoM2tvd2Z6bVR3NDAxZDJQLXlJdkNZUFRYdnZPTU9VQXVQak1rblFfZlM5Y2F3T09vazFzOEFDc3J1OVdSUkhEWHVuWlA2emtjNm9PNXRKeWoxQ1MwZDg?oc=5
"Sony, Nintendo grapple with memory price surge as AI boom constrains supply - Reuters",2026-05-08T14:15:51+00:00,True,,,0,https://news.google.com/rss/articles/CBMixAFBVV95cUxQUTVYazlKQ0J5M0dtZjk4WHBSakUySFQ2bU96aTAyTi10cHBQZ2RGc0duUzRBcFI1NC1HQzlCUkgtNGxSZ1dXYUJIWjU2NlZwUTVZeFRUdnlSUm9QaVduN3NRRGhYbUlidzBqVXBBR3l4TkFveUtmV2NfYnRURllNRGVXRFNuc1ZuZmx4b0JMUmQ1b0FadmlXSlhGOGtTNElpZTNuT0xCQS1Rb0JTRlAxV1hldm13eTA5TmQ3NktHY3hmZDhr?oc=5
"Iran seizes oil tanker Ocean Koi in Gulf of Oman, state media says - Reuters",2026-05-08T14:03:05+00:00,True,,,0,https://news.google.com/rss/articles/CBMiswFBVV95cUxQY055dVIwM0R5QmY0VFNaTlZnNGF1cVdvR3FRUkE1Yk5jdDR0MHM2ZG9qTWpQaWYtNkZsTUtWSV9JR2pLeDlUUUh1MnNRNDRlb1ZvcGg3MDNUYkc0MThaQ25LdGNnczA3UVItcnRicXBmMWpEa0ZhVkw2QWVLWVpmSThzMFl6Nk1JWE1ESVJlMWFIenFvakdCVmpJWGFHcmZVdmFPVHhvMnVIeXBadmNOQ3pPVQ?oc=5
"UK housing market slows as Iran war hits demand, Halifax data shows - Reuters",2026-05-08T13:47:57+00:00,True,,,0,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZzhzU2JSbDVuNkd5RXdNcmJMRlFFMEUxQWxiSk9FLTBoN3I4a3dteW5NMzRxdkEwOFd5RkNvd1BqbkcteDJZMEM4aTVpVkVXcEVUXzFQem5JNEh0Rk9Rc0F0TGdjZzFzZFBGMThwbVNBem94YWhCWkk3TFphVWlYVlF1VW90OUhTTk1WQ2pYRU1KVVNn?oc=5
The hottest ETF since bitcoin-mania just added $1 billion in a day,2026-05-08T13:24:07+00:00,True,,,2,https://www.cnbc.com/2026/05/08/the-hottest-etf-since-bitcoin-mania-just-added-1-billion-in-a-day.html
Cost of living crunch hurts UK PM Starmer in local elections,2026-05-08T13:03:50+00:00,True,LOCM,LOCM:company_name:HIGH,2,https://www.cnbc.com/2026/05/08/cost-of-living-crunch-hurts-uk-pm-starmer-in-local-elections.html
"46 firms accounted for half the wealth generated by the stock market over the past 100 years, researchers say",2026-05-08T13:00:01+00:00,True,WNRS,WNRS:company_name:HIGH,0,https://www.cnbc.com/2026/05/08/what-investors-can-learn-from-100-years-of-stock-market-returns.html
Somalia faces severe malnutrition crisis as WFP warns of aid halt - Reuters,2026-05-08T12:00:37+00:00,True,,,-1,https://news.google.com/rss/articles/CBMirAFBVV95cUxQdTVaSEN2cEJiUkhjSVRNTGpWSjlNeFR5bnlJb25DaFMtZ2JHNjQzeldZYVExclNOeE5icGF1d0QwanlnUzJEbFg3aEl4Uk9ZUmxxSXc2OHBzSVBabVAzX1lRLTBKc3ZrU2JsRmszdTh2OHQ4dTFFY0t2SzRaeFZZTkVndm8zZVhrLW1RMXI5MVMwb2RWZ3J5V0JXaFFpZ0k2NTZua2pQWEhFdnJE?oc=5
Toyota expects $4.3 billion hit from effects of Iran war - Reuters,2026-05-08T11:35:03+00:00,True,,,0,https://news.google.com/rss/articles/CBMitgFBVV95cUxQSmpLMVc2WnQyMWdudGxDV2FFdFhmX2xFTXM3a2ZhNXJsZUoxUkR2Vm9WZG9JUGRycmFZbEZXQzFqRFRnSGtjTzZmT2ZZNm5oU0dIeE1JWm9qTklYSnJYaVlWQUk2Mm01bFYzOHJwT0NmSUI5bFgzcHdkejZWX1luaWdQbWlwZzYzS1Z1VkwtZy1rUm9jRWc1X2xoRFNzeUF3d0pTU2dScG8teURDVkhacktjdXNmQQ?oc=5
States crack down on tax break for wealthy investors,2026-05-08T11:30:01+00:00,True,,,0,https://www.cnbc.com/2026/05/08/tax-break-wealthy-investors-qsbs.html
"Asia LNG slips on US–Iran deal hopes, weak northeast Asia demand - Reuters",2026-05-08T10:42:34+00:00,True,,,0,https://news.google.com/rss/articles/CBMisAFBVV95cUxOdFlfLWI0WHA0U3BtYkFXcWJZZjN4RWlid0hGY2pZUmtFTHYtTXR4Ukd0elVUSHRPMWV5LTFsc1lOdl9qUFNhU3AxQklHa3FEN1dGRzNGQ1BDcmdSOEp2UlNOMU9abmx5QklDNl9NaVBpQkFJZ3VFRURXWFFzVDhqZFhRU2xCWk9YVndlcFJGRDFsME5qYnh5MG4wc0R6anNSNWpjU1RYRXZicl94OENIRg?oc=5
Renewed Mideast hostilities drag Indian shares to trim weekly gain - Reuters,2026-05-08T10:19:50+00:00,True,,,1,https://news.google.com/rss/articles/CBMipgFBVV95cUxQaTVBbDBvdzFZanpianJoRWhuYVlrWDd3VVBEVjV5ZU5UNEVLZFo2ZXZrbTlLWEpIZkhtTDhLd0g0MGM5eTl4RXRlWHFnbmhHVVVTUDVxNndSMGZzZHhMaEY1eEtnVVl3MFlFc2NmU3BQYXFmLUZqaGJQclZRZEZzRVNOSnVFSzVIc3dlVlhvTWN1MmJpV0ZvdHhwZTFvTUpkTExaYmR3?oc=5
"Rupee gains on week, US-Iran jitters spark choppy trading - Reuters",2026-05-08T10:07:42+00:00,True,,,2,https://news.google.com/rss/articles/CBMiswFBVV95cUxNQzhPS2pXMlBIZng3SHA0djlGWlJmTWM1SEN3ZXdpT0tPYWhjX2JmbUtCMUo2Q1lIU2tGYTF6YVM1UDVwT051VWliUHAwUHdLcjNlTG8zLS11SS1qclhydnhncHA1cXczdzhCVC1yZGpSZzlUTlBscGw5NzRoUTBJNTRsRzBNbVZULXE5dm1VOU5BeWJPT0V4cTFsNFhMWXBzQUljaWl4bzdBM3ZGdV9nQ0Robw?oc=5
"Wall St Week Ahead Data, Iran, US-China meeting in focus for scorching US stock market - Reuters",2026-05-08T10:03:00+00:00,True,,,0,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPVm1NRGVCTU9VOWx2YmpPRV91WVVQeHh5WGhFeDdfTVVodi1QdUgzUVNScHlCRVY2c1ZkbVZHQlFlVHREWG91c1YxMkhkSTNfcXBtazZfQ3NReloycDJMYUlKWFRMMTd4dXJnTWtjQ3RCTXJmbmNab21xQjgwd2h1TDZkeU1zNzMyVkdxSU9vcTRzUnd5bnVqZG9tb2lrSXpsSG1CUS1WekZJcVNMODFGRlA0RWx2MEVvXzV4UkpXMENmT1U?oc=5
